Input	Match type	Approved symbol	Approved name	HGNC ID	Location
CHEK1	Approved symbol	CHEK1	checkpoint kinase 1	HGNC:1925	11q24.2
CHI3L2	Approved symbol	CHI3L2	chitinase 3-like 2	HGNC:1933	1p13.3
CHMP5	Approved symbol	CHMP5	charged multivesicular body protein 5	HGNC:26942	9p13.3
CHPT1	Approved symbol	CHPT1	choline phosphotransferase 1	HGNC:17852	12q
CHST15	Approved symbol	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15	HGNC:18137	10q26
CHTF18	Approved symbol	CHTF18	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)	HGNC:18435	16p13.3
CICE	Synonyms	CIDECP	cell death-inducing DFFA-like effector c pseudogene	HGNC:24230	3p25.3
CIRBP	Approved symbol	CIRBP	cold inducible RNA binding protein	HGNC:1982	19p13.3
CISH	Approved symbol	CISH	cytokine inducible SH2-containing protein	HGNC:1984	3p21.3
CITED2	Approved symbol	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	HGNC:1987	6q23.3
CKS2	Approved symbol	CKS2	CDC28 protein kinase regulatory subunit 2	HGNC:2000	9q22
CLDN23	Approved symbol	CLDN23	claudin 23	HGNC:17591	8p23.1
CLDN8	Approved symbol	CLDN8	claudin 8	HGNC:2050	21q22.1
CLN3	Approved symbol	CLN3	ceroid-lipofuscinosis, neuronal 3	HGNC:2074	16p12
CLNS1A	Approved symbol	CLNS1A	chloride channel, nucleotide-sensitive, 1A	HGNC:2080	11q13.5-q14
CLSTN1	Approved symbol	CLSTN1	calsyntenin 1	HGNC:17447	1p36.22
CMBL	Approved symbol	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)	HGNC:25090	5p15.2
CMIP	Approved symbol	CMIP	c-Maf inducing protein	HGNC:24319	16q23
CMPK1	Approved symbol	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	HGNC:18170	1p34.1-p33
CMTM1	Approved symbol	CMTM1	CKLF-like MARVEL transmembrane domain containing 1	HGNC:19172	16q22.1
CMTM4	Approved symbol	CMTM4	CKLF-like MARVEL transmembrane domain containing 4	HGNC:19175	16q22.1-q22.3
CMYA5	Approved symbol	CMYA5	cardiomyopathy associated 5	HGNC:14305	5q14.1
CNFN	Approved symbol	CNFN	cornifelin	HGNC:30183	19q13.31
CNIH	Previous symbol	CNIH1	cornichon family AMPA receptor auxiliary protein 1	HGNC:19431	14q22.1
CNIH4	Approved symbol	CNIH4	cornichon family AMPA receptor auxiliary protein 4	HGNC:25013	1q42.12
CNN3	Approved symbol	CNN3	calponin 3, acidic	HGNC:2157	1p22-p21
CNOT7	Approved symbol	CNOT7	CCR4-NOT transcription complex, subunit 7	HGNC:14101	8p22-p21.3
COASY	Approved symbol	COASY	CoA synthase	HGNC:29932	17q12-q21
COASY	Synonyms	COASY	CoA synthase	HGNC:29932	17q12-q21
COG2	Approved symbol	COG2	component of oligomeric golgi complex 2	HGNC:6546	1q42.2
COL2A1	Approved symbol	COL2A1	collagen, type II, alpha 1	HGNC:2200	12q12-q13.2
COL4A3BP	Approved symbol	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	HGNC:2205	5q13.3
COL4A5	Approved symbol	COL4A5	collagen, type IV, alpha 5	HGNC:2207	Xq22
COMMD10	Approved symbol	COMMD10	COMM domain containing 10	HGNC:30201	5q23.1
COMMD6	Approved symbol	COMMD6	COMM domain containing 6	HGNC:24015	13q22
COMT	Approved symbol	COMT	catechol-O-methyltransferase	HGNC:2228	22q11.21
COMTD1	Approved symbol	COMTD1	catechol-O-methyltransferase domain containing 1	HGNC:26309	10q22.2
CORO2A	Approved symbol	CORO2A	coronin, actin binding protein, 2A	HGNC:2255	9q22.3
CORO7	Approved symbol	CORO7	coronin 7	HGNC:26161	16p13.3
COX17	Approved symbol	COX17	COX17 cytochrome c oxidase copper chaperone	HGNC:2264	3q13.33
COX19	Approved symbol	COX19	COX19 cytochrome c oxidase assembly factor	HGNC:28074	7p22.3
COX6C	Approved symbol	COX6C	cytochrome c oxidase subunit VIc	HGNC:2285	8q22.2
CP110	Synonyms	CCP110	centriolar coiled coil protein 110kDa	HGNC:24342	16p12.3
CPB1	Approved symbol	CPB1	carboxypeptidase B1 (tissue)	HGNC:2299	3q24
CPD	Approved symbol	CPD	carboxypeptidase D	HGNC:2301	17q11.2
CPD	Synonyms	HOMER2	homer scaffolding protein 2	HGNC:17513	15q24.3
CPEB2	Approved symbol	CPEB2	cytoplasmic polyadenylation element binding protein 2	HGNC:21745	4p15.33
CPLX1	Approved symbol	CPLX1	complexin 1	HGNC:2309	4p16.3
CPSF1	Approved symbol	CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	HGNC:2324	8q24
CR593338	Unmatched				
CR610863	Unmatched				
CR624623	Unmatched				
CRABP2	Approved symbol	CRABP2	cellular retinoic acid binding protein 2	HGNC:2339	1q21.3
CRB3	Approved symbol	CRB3	crumbs family member 3	HGNC:20237	19p13.3
CREB3L2	Approved symbol	CREB3L2	cAMP responsive element binding protein 3-like 2	HGNC:23720	7q34
CREB3L4	Approved symbol	CREB3L4	cAMP responsive element binding protein 3-like 4	HGNC:18854	1q21.2
CRIPAK	Approved symbol	CRIPAK	cysteine-rich PAK1 inhibitor	HGNC:26619	4p16.3
CSAD	Approved symbol	CSAD	cysteine sulfinic acid decarboxylase	HGNC:18966	12q13.11-q14.3
CSE1L	Approved symbol	CSE1L	CSE1 chromosome segregation 1-like (yeast)	HGNC:2431	20q13
CSNK1G3	Approved symbol	CSNK1G3	casein kinase 1, gamma 3	HGNC:2456	5q23
CSPP1	Approved symbol	CSPP1	centrosome and spindle pole associated protein 1	HGNC:26193	8q13.2
CSTF3	Approved symbol	CSTF3	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa	HGNC:2485	11p13
CTNNB1	Approved symbol	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	HGNC:2514	3p21
CTPS	Previous symbol	CTPS1	CTP synthase 1	HGNC:2519	1p34.1
CTPS2	Approved symbol	CTPS2	CTP synthase 2	HGNC:2520	Xp22
CTSC	Approved symbol	CTSC	cathepsin C	HGNC:2528	11q14.2
CTTN	Approved symbol	CTTN	cortactin	HGNC:3338	11q13
CUEDC1	Approved symbol	CUEDC1	CUE domain containing 1	HGNC:31350	17q23.2
CUL4A	Approved symbol	CUL4A	cullin 4A	HGNC:2554	13q34
CXADR	Approved symbol	CXADR	coxsackie virus and adenovirus receptor	HGNC:2559	21q21.1
CXCL16	Approved symbol	CXCL16	chemokine (C-X-C motif) ligand 16	HGNC:16642	17p13
CXCR5	Approved symbol	CXCR5	chemokine (C-X-C motif) receptor 5	HGNC:1060	11q23.3
CXXC5	Approved symbol	CXXC5	CXXC finger protein 5	HGNC:26943	5q31.3
CYB561	Approved symbol	CYB561	cytochrome b561	HGNC:2571	17q23.3
CYB561D2	Approved symbol	CYB561D2	cytochrome b561 family, member D2	HGNC:30253	3p21.3
CYB5R1	Approved symbol	CYB5R1	cytochrome b5 reductase 1	HGNC:13397	1q32.1
CYC1	Approved symbol	CYC1	cytochrome c-1	HGNC:2579	8q24
CYP4F12	Approved symbol	CYP4F12	cytochrome P450, family 4, subfamily F, polypeptide 12	HGNC:18857	19p13.1
CYP4V2	Approved symbol	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	HGNC:23198	4q35.2
DAAM1	Approved symbol	DAAM1	dishevelled associated activator of morphogenesis 1	HGNC:18142	14q22.3
DBI	Approved symbol	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)	HGNC:2690	2q12-q21
DBI	Synonyms	TSPO	translocator protein (18kDa)	HGNC:1158	22q13.3
DBN1	Approved symbol	DBN1	drebrin 1	HGNC:2695	5q35.3
DBNDD2	Approved symbol	DBNDD2	dysbindin (dystrobrevin binding protein 1) domain containing 2	HGNC:15881	20q13.12
DCAF6	Approved symbol	DCAF6	DDB1 and CUL4 associated factor 6	HGNC:30002	1q23.3
DCDC5	Approved symbol	DCDC5	doublecortin domain containing 5	HGNC:24799	11p14.1
DCTN6	Approved symbol	DCTN6	dynactin 6	HGNC:16964	8p12
DCTPP1	Approved symbol	DCTPP1	dCTP pyrophosphatase 1	HGNC:28777	16p11.2
DCUN1D5	Approved symbol	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5	HGNC:28409	11q22.3
DDAH1	Approved symbol	DDAH1	dimethylarginine dimethylaminohydrolase 1	HGNC:2715	1p22
DDHD2	Approved symbol	DDHD2	DDHD domain containing 2	HGNC:29106	8p11.23
DDIT3	Approved symbol	DDIT3	DNA-damage-inducible transcript 3	HGNC:2726	12q13.1-q13.2
DDT	Approved symbol	DDT	D-dopachrome tautomerase	HGNC:2732	22q11.23
DDX47	Approved symbol	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	HGNC:18682	12p13.2
DDX58	Approved symbol	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	HGNC:19102	9p12
DECR1	Approved symbol	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	HGNC:2753	8q21.3
DECR2	Approved symbol	DECR2	2,4-dienoyl CoA reductase 2, peroxisomal	HGNC:2754	16p13.3
DENND1B	Approved symbol	DENND1B	DENN/MADD domain containing 1B	HGNC:28404	1q31.3
DENND2D	Approved symbol	DENND2D	DENN/MADD domain containing 2D	HGNC:26192	1p13.3
DENND4C	Approved symbol	DENND4C	DENN/MADD domain containing 4C	HGNC:26079	9p22.1
DEPTOR	Approved symbol	DEPTOR	DEP domain containing MTOR-interacting protein	HGNC:22953	8q24.12
DFFA	Approved symbol	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	HGNC:2772	1p36.3-p36.2
DHCR24	Approved symbol	DHCR24	24-dehydrocholesterol reductase	HGNC:2859	1p32.3
DHCR7	Approved symbol	DHCR7	7-dehydrocholesterol reductase	HGNC:2860	11q13.4
DHDH	Approved symbol	DHDH	dihydrodiol dehydrogenase (dimeric)	HGNC:17887	19q13.3
DHRS1	Approved symbol	DHRS1	dehydrogenase/reductase (SDR family) member 1	HGNC:16445	14q11.2
DHRS4	Approved symbol	DHRS4	dehydrogenase/reductase (SDR family) member 4	HGNC:16985	14q11.2
DHRS7	Approved symbol	DHRS7	dehydrogenase/reductase (SDR family) member 7	HGNC:21524	14q23.1
DHX40	Approved symbol	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	HGNC:18018	17q22
DHX58	Approved symbol	DHX58	DEXH (Asp-Glu-X-His) box polypeptide 58	HGNC:29517	17q21.2
DISC1	Approved symbol	DISC1	disrupted in schizophrenia 1	HGNC:2888	1q42.1
DKFZp779O012	Unmatched				
DLD	Approved symbol	DLD	dihydrolipoamide dehydrogenase	HGNC:2898	7q31-q32
DLGAP5	Approved symbol	DLGAP5	discs, large (Drosophila) homolog-associated protein 5	HGNC:16864	14q22.3
DLL1	Approved symbol	DLL1	delta-like 1 (Drosophila)	HGNC:2908	6q27
DMKN	Approved symbol	DMKN	dermokine	HGNC:25063	19q13.12
DNAJC12	Approved symbol	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12	HGNC:28908	10q21.3
DOPEY2	Approved symbol	DOPEY2	dopey family member 2	HGNC:1291	21q22.2
DPAGT1	Approved symbol	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	HGNC:2995	11q23.3
DPCD	Approved symbol	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	HGNC:24542	10q24.32
DPM3	Approved symbol	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	HGNC:3007	1q22
DPYSL2	Approved symbol	DPYSL2	dihydropyrimidinase-like 2	HGNC:3014	8p22-p21
DQ895289	Unmatched				
DSG2	Approved symbol	DSG2	desmoglein 2	HGNC:3049	18q12.1
DSP	Approved symbol	DSP	desmoplakin	HGNC:3052	6p24.3
DSTN	Approved symbol	DSTN	destrin (actin depolymerizing factor)	HGNC:15750	20p12.1
DSTYK	Approved symbol	DSTYK	dual serine/threonine and tyrosine protein kinase	HGNC:29043	1q32
DTX2	Approved symbol	DTX2	deltex 2, E3 ubiquitin ligase	HGNC:15973	7q11.23
DYNLL2	Approved symbol	DYNLL2	dynein, light chain, LC8-type 2	HGNC:24596	17q23.2
DYNLRB1	Approved symbol	DYNLRB1	dynein, light chain, roadblock-type 1	HGNC:15468	20q11.21
DYNLT1	Approved symbol	DYNLT1	dynein, light chain, Tctex-type 1	HGNC:11697	6q25.2-q25.3
E2F2	Approved symbol	E2F2	E2F transcription factor 2	HGNC:3114	1p36
E2F3	Approved symbol	E2F3	E2F transcription factor 3	HGNC:3115	6p22
E2F5	Approved symbol	E2F5	E2F transcription factor 5, p130-binding	HGNC:3119	8q21.2
EBPL	Approved symbol	EBPL	emopamil binding protein-like	HGNC:18061	13q12-q13
ECE2	Approved symbol	ECE2	endothelin converting enzyme 2	HGNC:13275	3q27.1
ECHDC2	Approved symbol	ECHDC2	enoyl CoA hydratase domain containing 2	HGNC:23408	1p32.3
ECI1	Approved symbol	ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3
ECI2	Approved symbol	ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p24.3
ECT2	Approved symbol	ECT2	epithelial cell transforming 2	HGNC:3155	3q26.1-q26.2
EDARADD	Approved symbol	EDARADD	EDAR-associated death domain	HGNC:14341	1q42.3
EDEM3	Approved symbol	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	HGNC:16787	1q25
EEF1D	Approved symbol	EEF1D	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	HGNC:3211	8q24
EEF1G	Approved symbol	EEF1G	eukaryotic translation elongation factor 1 gamma	HGNC:3213	11q12.3
EEF2K	Approved symbol	EEF2K	eukaryotic elongation factor 2 kinase	HGNC:24615	16p12
EFNA1	Approved symbol	EFNA1	ephrin-A1	HGNC:3221	1q21-q22
EFS	Approved symbol	EFS	embryonal Fyn-associated substrate	HGNC:16898	14q11.2
EIF1B	Approved symbol	EIF1B	eukaryotic translation initiation factor 1B	HGNC:30792	3p22.1
EIF2C2	Previous symbol	AGO2	argonaute RISC catalytic component 2	HGNC:3263	8q24.3
EIF3A	Approved symbol	EIF3A	eukaryotic translation initiation factor 3, subunit A	HGNC:3271	10q26.11
EIF3A	Previous symbol	EIF6	eukaryotic translation initiation factor 6	HGNC:6159	20q11.2
EIF3A	Synonyms	EIF3A	eukaryotic translation initiation factor 3, subunit A	HGNC:3271	10q26.11
EIF3E	Approved symbol	EIF3E	eukaryotic translation initiation factor 3, subunit E	HGNC:3277	8q22-q23
EIF3E	Synonyms	EIF3E	eukaryotic translation initiation factor 3, subunit E	HGNC:3277	8q22-q23
EIF3F	Approved symbol	EIF3F	eukaryotic translation initiation factor 3, subunit F	HGNC:3275	11p15.4
EIF3F	Synonyms	EIF3F	eukaryotic translation initiation factor 3, subunit F	HGNC:3275	11p15.4
EIF3H	Approved symbol	EIF3H	eukaryotic translation initiation factor 3, subunit H	HGNC:3273	8q24.11
EIF3H	Synonyms	EIF3H	eukaryotic translation initiation factor 3, subunit H	HGNC:3273	8q24.11
EIF3L	Approved symbol	EIF3L	eukaryotic translation initiation factor 3, subunit L	HGNC:18138	22q
EIF3M	Approved symbol	EIF3M	eukaryotic translation initiation factor 3, subunit M	HGNC:24460	11p13
EIF3M	Synonyms	EIF3M	eukaryotic translation initiation factor 3, subunit M	HGNC:24460	11p13
EIF4E3	Approved symbol	EIF4E3	eukaryotic translation initiation factor 4E family member 3	HGNC:31837	3p14
EIF4EBP1	Approved symbol	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	HGNC:3288	8p12
ELMO3	Approved symbol	ELMO3	engulfment and cell motility 3	HGNC:17289	16q22.1
ELOVL6	Approved symbol	ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25
ELP2	Approved symbol	ELP2	elongator acetyltransferase complex subunit 2	HGNC:18248	18q12.1
ENAH	Approved symbol	ENAH	enabled homolog (Drosophila)	HGNC:18271	1q32.2
ENDOD1	Approved symbol	ENDOD1	endonuclease domain containing 1	HGNC:29129	11q21
ENO1	Approved symbol	ENO1	enolase 1, (alpha)	HGNC:3350	1p36.2
ENOSF1	Approved symbol	ENOSF1	enolase superfamily member 1	HGNC:30365	18p11.32
ENPP1	Approved symbol	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	HGNC:3356	6q22-q23
ENSA	Approved symbol	ENSA	endosulfine alpha	HGNC:3360	1q21.3
ENTPD5	Approved symbol	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	HGNC:3367	14q24
ENY2	Approved symbol	ENY2	enhancer of yellow 2 homolog (Drosophila)	HGNC:24449	8q23.1
EPCAM	Approved symbol	EPCAM	epithelial cell adhesion molecule	HGNC:11529	2p21
EPHB4	Approved symbol	EPHB4	EPH receptor B4	HGNC:3395	7q22
EPHX2	Approved symbol	EPHX2	epoxide hydrolase 2, cytoplasmic	HGNC:3402	8p21
EPPK1	Approved symbol	EPPK1	epiplakin 1	HGNC:15577	8q24.3
ERBB3	Approved symbol	ERBB3	erb-b2 receptor tyrosine kinase 3	HGNC:3431	12q13
ERGIC1	Approved symbol	ERGIC1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	HGNC:29205	5q35.1
ERH	Approved symbol	ERH	enhancer of rudimentary homolog (Drosophila)	HGNC:3447	14q24.1
ERLIN2	Approved symbol	ERLIN2	ER lipid raft associated 2	HGNC:1356	8p11.2
ERMP1	Approved symbol	ERMP1	endoplasmic reticulum metallopeptidase 1	HGNC:23703	9p24
ERO1L	Approved symbol	ERO1L	ERO1-like (S. cerevisiae)	HGNC:13280	14q22.1
ERP27	Approved symbol	ERP27	endoplasmic reticulum protein 27	HGNC:26495	12p12.3
ERP27	Synonyms	ERP27	endoplasmic reticulum protein 27	HGNC:26495	12p12.3
ERP29	Approved symbol	ERP29	endoplasmic reticulum protein 29	HGNC:13799	12q24.13
ERP29	Synonyms	ERP29	endoplasmic reticulum protein 29	HGNC:13799	12q24.13
ERRFI1	Approved symbol	ERRFI1	ERBB receptor feedback inhibitor 1	HGNC:18185	1p36.23
ERV3	Previous symbol	ERV3-1	endogenous retrovirus group 3, member 1	HGNC:3454	7p12-q11
ESD	Approved symbol	ESD	esterase D	HGNC:3465	13q14.1-q14.2
ESRRG	Approved symbol	ESRRG	estrogen-related receptor gamma	HGNC:3474	1q41
ETFA	Approved symbol	ETFA	electron-transfer-flavoprotein, alpha polypeptide	HGNC:3481	15q23-q25
ETV6	Approved symbol	ETV6	ets variant 6	HGNC:3495	12p13
EU154351	Unmatched				
EVPL	Approved symbol	EVPL	envoplakin	HGNC:3503	17q25
EXOC2	Approved symbol	EXOC2	exocyst complex component 2	HGNC:24968	6p25.3
EXOSC3	Approved symbol	EXOSC3	exosome component 3	HGNC:17944	9p11
EXOSC4	Approved symbol	EXOSC4	exosome component 4	HGNC:18189	8q24.3
EXT1	Approved symbol	EXT1	exostosin glycosyltransferase 1	HGNC:3512	8q24.11
EZH2	Approved symbol	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	HGNC:3527	7q35-q36
EZR	Approved symbol	EZR	ezrin	HGNC:12691	6q25.3
F12	Approved symbol	F12	coagulation factor XII (Hageman factor)	HGNC:3530	5q35.3
F2RL2	Approved symbol	F2RL2	coagulation factor II (thrombin) receptor-like 2	HGNC:3539	5q13
FADD	Approved symbol	FADD	Fas (TNFRSF6)-associated via death domain	HGNC:3573	11q13.3
FAHD1	Approved symbol	FAHD1	fumarylacetoacetate hydrolase domain containing 1	HGNC:14169	16p13.3
FAIM	Approved symbol	FAIM	Fas apoptotic inhibitory molecule	HGNC:18703	3q23
FAM102A	Approved symbol	FAM102A	family with sequence similarity 102, member A	HGNC:31419	9q34.11
FAM103A1	Approved symbol	FAM103A1	family with sequence similarity 103, member A1	HGNC:31022	15q25.2
FAM107B	Approved symbol	FAM107B	family with sequence similarity 107, member B	HGNC:23726	10p14
FAM108C1	Previous symbol	ABHD17C	abhydrolase domain containing 17C	HGNC:26925	15q25.1
FAM110A	Approved symbol	FAM110A	family with sequence similarity 110, member A	HGNC:16188	20p13
FAM110B	Approved symbol	FAM110B	family with sequence similarity 110, member B	HGNC:28587	8q12.1
FAM111A	Approved symbol	FAM111A	family with sequence similarity 111, member A	HGNC:24725	11q12.1
FAM116A	Previous symbol	DENND6A	DENN/MADD domain containing 6A	HGNC:26635	3p14.3
FAM133B	Approved symbol	FAM133B	family with sequence similarity 133, member B	HGNC:28629	7q21.2
FAM164A	Previous symbol	ZC2HC1A	zinc finger, C2HC-type containing 1A	HGNC:24277	8q21.11
FAM173A	Approved symbol	FAM173A	family with sequence similarity 173, member A	HGNC:14152	16p13.3
FAM174A	Approved symbol	FAM174A	family with sequence similarity 174, member A	HGNC:24943	5q21.1
FAM174B	Approved symbol	FAM174B	family with sequence similarity 174, member B	HGNC:34339	15q26.1
FAM189B	Approved symbol	FAM189B	family with sequence similarity 189, member B	HGNC:1233	1q21
FAM20C	Approved symbol	FAM20C	family with sequence similarity 20, member C	HGNC:22140	7p22.3
FAM36A	Previous symbol	COX20	COX20 cytochrome c oxidase assembly factor	HGNC:26970	1q44
FAM38A	Previous symbol	PIEZO1	piezo-type mechanosensitive ion channel component 1	HGNC:28993	16q24.3
FAM57A	Approved symbol	FAM57A	family with sequence similarity 57, member A	HGNC:29646	17p13.3
FAM60A	Approved symbol	FAM60A	family with sequence similarity 60, member A	HGNC:30702	12p11.21
FAM63A	Approved symbol	FAM63A	family with sequence similarity 63, member A	HGNC:25648	1q21.2
FAM82B	Previous symbol	RMDN1	regulator of microtubule dynamics 1	HGNC:24285	8q21.3
FAM83H	Approved symbol	FAM83H	family with sequence similarity 83, member H	HGNC:24797	8q24.3
FAM84B	Approved symbol	FAM84B	family with sequence similarity 84, member B	HGNC:24166	8q24.13
FAM98A	Approved symbol	FAM98A	family with sequence similarity 98, member A	HGNC:24520	2p22.3
FANCD2	Approved symbol	FANCD2	Fanconi anemia, complementation group D2	HGNC:3585	3p25.3
FAR1	Approved symbol	FAR1	fatty acyl CoA reductase 1	HGNC:26222	11p15.2
FARP1	Approved symbol	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	HGNC:3591	13q32.2
FBXL2	Approved symbol	FBXL2	F-box and leucine-rich repeat protein 2	HGNC:13598	3p22.3
FBXL6	Approved symbol	FBXL6	F-box and leucine-rich repeat protein 6	HGNC:13603	8q24.3
FBXO32	Approved symbol	FBXO32	F-box protein 32	HGNC:16731	8q24.13
FBXO5	Approved symbol	FBXO5	F-box protein 5	HGNC:13584	6q25-q26
FBXO6	Approved symbol	FBXO6	F-box protein 6	HGNC:13585	1p36.22
FDFT1	Approved symbol	FDFT1	farnesyl-diphosphate farnesyltransferase 1	HGNC:3629	8p23.1-p22
FEN1	Approved symbol	FEN1	flap structure-specific endonuclease 1	HGNC:3650	11q12
FGFRL1	Approved symbol	FGFRL1	fibroblast growth factor receptor-like 1	HGNC:3693	4p16
FGR	Approved symbol	FGR	FGR proto-oncogene, Src family tyrosine kinase	HGNC:3697	1p36.2-p36.1
FH	Approved symbol	FH	fumarate hydratase	HGNC:3700	1q42.1
FHDC1	Approved symbol	FHDC1	FH2 domain containing 1	HGNC:29363	4q31.3
FHL2	Approved symbol	FHL2	four and a half LIM domains 2	HGNC:3703	2q12.2
FHOD3	Approved symbol	FHOD3	formin homology 2 domain containing 3	HGNC:26178	18q12
FIG4	Approved symbol	FIG4	FIG4 phosphoinositide 5-phosphatase	HGNC:16873	6q21
FKBP14	Approved symbol	FKBP14	FK506 binding protein 14, 22 kDa	HGNC:18625	7p15
FKBP1A	Approved symbol	FKBP1A	FK506 binding protein 1A, 12kDa	HGNC:3711	20p13
FKBP2	Approved symbol	FKBP2	FK506 binding protein 2, 13kDa	HGNC:3718	11q13.1-q13.3
FKBP4	Approved symbol	FKBP4	FK506 binding protein 4, 59kDa	HGNC:3720	12p13.33
FKBP9L	Previous symbol	FKBP9P1	FK506 binding protein 9 pseudogene 1	HGNC:23568	7p11.2
FLAD1	Approved symbol	FLAD1	flavin adenine dinucleotide synthetase 1	HGNC:24671	1q22
FLJ20021	Unmatched				
FLJ23152	Synonyms	STMND1	stathmin domain containing 1	HGNC:44668	6p22.3
FLNB	Approved symbol	FLNB	filamin B, beta	HGNC:3755	3p14.3
FLRT3	Approved symbol	FLRT3	fibronectin leucine rich transmembrane protein 3	HGNC:3762	20p11
FNBP1	Approved symbol	FNBP1	formin binding protein 1	HGNC:17069	9q34
FNBP1L	Approved symbol	FNBP1L	formin binding protein 1-like	HGNC:20851	1p22.1
FNTA	Approved symbol	FNTA	farnesyltransferase, CAAX box, alpha	HGNC:3782	8p11.21
FOXM1	Approved symbol	FOXM1	forkhead box M1	HGNC:3818	12p13
FOXO3	Approved symbol	FOXO3	forkhead box O3	HGNC:3821	6q21
FOXRED2	Approved symbol	FOXRED2	FAD-dependent oxidoreductase domain containing 2	HGNC:26264	22q12.3
FP15737	Unmatched				
FRG1	Approved symbol	FRG1	FSHD region gene 1	HGNC:3954	4q35
FRMD3	Approved symbol	FRMD3	FERM domain containing 3	HGNC:24125	9q21.33
FRS2	Approved symbol	FRS2	fibroblast growth factor receptor substrate 2	HGNC:16971	12q15
FTO	Approved symbol	FTO	fat mass and obesity associated	HGNC:24678	16q12.2
FZD3	Approved symbol	FZD3	frizzled class receptor 3	HGNC:4041	8p21
FZD3	Synonyms	FZD9	frizzled class receptor 9	HGNC:4047	7q11.23
FZD9	Approved symbol	FZD9	frizzled class receptor 9	HGNC:4047	7q11.23
G3BP2	Approved symbol	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	HGNC:30291	4q21.1
G6PC3	Approved symbol	G6PC3	glucose 6 phosphatase, catalytic, 3	HGNC:24861	17q21.31
GAA	Approved symbol	GAA	glucosidase, alpha; acid	HGNC:4065	17q25.2-q25.3
GABARAPL2	Approved symbol	GABARAPL2	GABA(A) receptor-associated protein-like 2	HGNC:13291	16q22.1
GADD45A	Approved symbol	GADD45A	growth arrest and DNA-damage-inducible, alpha	HGNC:4095	1p31.2
GADD45G	Approved symbol	GADD45G	growth arrest and DNA-damage-inducible, gamma	HGNC:4097	9q22.1-q22.2
GALC	Approved symbol	GALC	galactosylceramidase	HGNC:4115	14q31
GAS7	Approved symbol	GAS7	growth arrest-specific 7	HGNC:4169	17p13.1
GBP2	Approved symbol	GBP2	guanylate binding protein 2, interferon-inducible	HGNC:4183	1p22.2
GCAT	Approved symbol	GCAT	glycine C-acetyltransferase	HGNC:4188	22q13.1
GCLM	Approved symbol	GCLM	glutamate-cysteine ligase, modifier subunit	HGNC:4312	1p21
GCNT2	Approved symbol	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	HGNC:4204	6p24.2
GDI2	Approved symbol	GDI2	GDP dissociation inhibitor 2	HGNC:4227	10p15
GDPD5	Approved symbol	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	HGNC:28804	11q13.4-q13.5
GET4	Approved symbol	GET4	golgi to ER traffic protein 4 homolog (S. cerevisiae)	HGNC:21690	7p22.3
GFPT1	Approved symbol	GFPT1	glutamine--fructose-6-phosphate transaminase 1	HGNC:4241	2p13
GGCT	Approved symbol	GGCT	gamma-glutamylcyclotransferase	HGNC:21705	7p15-p14
GGH	Approved symbol	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	HGNC:4248	8q12.3
